,Year,Date,District,Address,Building,Cause
297,2017,06-27,Ngau Chi Wan,Choi Hung Estate,Tan Fung House,A woman fell off the building and died
298,2017,06-27,Kowloon Tong,,Beverly Villa Block 8,22 years old teenager fell off the building due to study pressure
299,2017,06-27,Shek Kip Mei,Chak On Estate,Fu Chak House,A 80 years old woman hanged at home due to illness
300,2017,06-26,Tsing Yi,,Tierra Verde Block 1,40 years old woman fell off the building and died on the platform
301,2017,06-26,Tai Po,,Ma Kwu Lam Chuen,53 years old woman burnt charcoal and died at home
302,2017,06-26,Aberdeen,Tin Wan Estate,Tin Hong House,57 years old man burnt charcoal and died at home
303,2017,06-25,Aberdeen,Wah Fu Estate,Wah Tai House,71 years old woman fell off the building and died
304,2017,06-24,Tsing Yi,Cheung Hong Estate,Hong Shun House,30 years old woman jumped off the building and died
305,2017,06-23,Kwun Tong,Sau Mau Ping Estate,Sau King House,A man fell down the building and died
306,2017,06-23,Yuen Long,,Yeung Uk Tsuen,A middle-aged man died due to illness
307,2017,06-21,Kwun Tong,Wan Hon Estate,Hon Chung House,A woman fell off the building and died
308,2017,06-21,Wong Tai Sin,Lower Wong Tai Sin Estate,Lung Fai House,An old lady fell off the building and died
309,2017,06-18,Hung Hom,,Chatham Gate,A 30 years old man fell off the building and died
310,2017,06-18,Sham Shui Po,,Pei Ho Street,A 2 months old infant was chocked on milk and died
311,2017,06-18,Lam Tin,,,A middle-aged woman fell off the building and died
312,2017,06-17,Ma On Shan,Yiu On Estate,Yiu Wo House,A man burnt charcoal and died at home
313,2017,06-16,Tin Shui Wai,Tin Yiu Estate,Yiu Man House,A woman fell off the building and died
314,2017,06-16,Sai Wan,,Kwun Lung Lau Block 1,A man fell off the building and died
315,2017,06-14,Sham Shui Po,Nam Cheong Estate,Cheong Chit House,70 years old man fell off the building and died
316,2017,06-14,Tsuen Wan,,328 Sha Tsui Road,A man fell off the building and died
317,2017,06-13,Kwai Chung,Kwai Chung Estate,Nga Kwai House,30 years old man died at home
318,2017,06-12,Chai Wan,Chai Wan Estate,Wan Ying House,40 years old man died at home
319,2017,06-11,Kwun Tong,Cheung Wo Court,Wo Shing House,73 years old man fell off the building and died
320,2017,06-11,Ngau Chi Wan,Ping Shek Estate,Lam Shek House,A man fell off the building and died
321,2017,06-11,Kwai Chung,Kwai Luen Estate,Luen Yuet House,Over 60 years old woman fell off the building and died
322,2017,06-11,Tai Po,Fu Shin Estate,Shin Tsui House,A 30 years old man fell off the building due to psychological problem after taking psychiatric drugs and fighting with his mother
323,2017,06-08,Ngau Tau Kok,Kai Yip Estate,Kai Yue House,49 years old woman hanged herself in the kitchen and died
324,2017,06-07,Shek Kip Mei,,Shek Kip Mei Estate Block 22,A man hanged himself
325,2017,06-06,Shau Kei Wan,Yiu Tung Estate,Yiu Ming House,76 years old woman was killed by her hudsband
326,2017,06-06,Tsuen Wan,Riviera Gardens,Hoi Ming Mansion,60 years old man fell off the building and died
327,2017,06-06,Wong Tai Sin,Chuk Yuen Estate,Wah Yuen House,80 years old man fell off the building and died
328,2017,06-05,Sau Mau Ping,Shun Tin Estate,Tin Yiu House,An lady fell off the building and died
329,2017,06-05,Sham Shui Po,,160 Cheung Sha Wan Road,A woman fell off a smoke unit and died
330,2017,06-04,Sha Tin,Shui Chuen O Estate,Yuet Chuen House,A man fell off the building and died
331,2017,06-03,Lam Tin,Ping Tin Estate,Ping Shing House,An lady fell off the building and died
332,2017,06-01,Tin Shui Wai,Tin Yiu Estate,Yiu Wah House,Old man fell off the building and died
333,2017,06-01,Tai Wai,,Greenview Garden,30 years old man fell off the building and died
334,2017,05-31,Mong Kok,,,A man burnt charcoal and died
335,2017,05-30,Sai Kung,,,A woman hanged herself and died
336,2017,05-28,Tuen Mun,,Yick Yuen Tsuen,50 years old man burnt charcoal and died on his bed
337,2017,05-28,Tsim Sha Tsui,,Kiu Fung Mansion,70 years man died due to throat suffocation while consuming a meal
338,2017,05-28,Lam Tin,Tak Tin Estate Block 8,Tak Lung House,81 years old lady smothered herself and died
339,2017,05-28,Chai Wan,Hing Wah Estate,Wo Hing House,33 years old man burnt charcoal and died
340,2017,05-26,Sham Shui Po,,Yee Wah Court,30 years old lady fell off the building and died
341,2017,05-24,Chai Wan,Wan Tsui Estate,Hei Tsui House,51 years old lady fell off the building and died
342,2017,05-23,Tseung Kwan O,King Lam Estate,King Yung House,50 years old lady fell off the building and died
343,2017,05-23,Shau Kei Wan,,Shau Ki Wan Centre Block C,A middle-aged woman fell off the building and died
344,2017,05-22,Tsuen Wan,,Belvedere Garden Phase 3 Block 4,25 years old man jumped off the window and died
345,2017,05-22,Tuen Mun,,Siu Shan Court,19 years old lady jumped off and died
346,2017,05-22,Tseung Kwan O,Po Lam Estate Block 6,Po Kan House,56 years old man was burnt dead in the fire
347,2017,05-21,Yuen Long,,Shui Tsiu Lo Wai,A woman burnt charcoal and died in the apartment
348,2017,05-21,Kwun Tong,Sau Mau Ping Estate,Sau Ming House,49 years old man jumped off and died
349,2017,05-20,Cheung Sha Wan,Un Chau Estate,Un Nga House,67 years old man burnt charcoal and died in the apartment
350,2017,05-20,Shau Kei Wan,,Grand Promenade,48 years old man died in the toilet
351,2017,05-19,Mong Kok,,"7/F, 179 Tung Choi Street",30 years old Philipino fell off the apartment while wiping windows
352,2017,05-18,Tseung Kwan O,,"11/F, Block 4, The Pinnacle",50 years old man fell off the apartment and died
353,2017,05-18,Tseung Kwan O,"Block 3, The Capital, Lohas Park",Lohas Park,66 years old man hanged his wife and fell off the apartment due to financial problem
354,2017,05-18,Tai Kok Tsui,33 Chung Wui Street,Chung Hing Building,A woman burnt charcoal and died in the apartment
355,2017,05-18,Kwai Chung,,High Prosperity Terrace,78 years old man jumped off the kitchen and died
356,2017,05-17,North Point,,Yee On Mansion,86 years old man fell off the apartment and died
357,2017,05-15,Ngau Tau Kok,Choi Tak Estate,Choi Yan House,2 months old male infant was found dead in the apartment
358,2017,05-15,Aberdeen,Shek Pai Wan Estate,Pik Ngan House,79 years old lady dose detergent and died in the apartment
359,2017,05-15,Aberdeen,Lei Tung Estate,Tung On House,47 years old lady fell off the apartment and died
360,2017,05-14,Fanling,,Wong Kong Shan,69 years old lady hanged herself with a scarf and died
361,2017,05-14,Tai Kok Tsui,Cosmopolitan Estate,Tai Fu Building Block A,36 years old lady hanged in the apartment
362,2017,05-12,Tseung Kwan O,,Tower 3 Phase 1 Tseung Kwan O Plaza,58 years old man fell off the apartment and died
363,2017,05-12,Shatin,Yue Kin House Block C,Yue Tin Court,A woman jumped from the apartment due to health problem
364,2017,05-11,Shatin,Hin Keng Estate Block 4,Hin Hing House,28 years old man hanged himself and died in the apartment
365,2017,05-11,Causeway Bay,,29 Sun Chun Street,35 years old lady smothered herself and died
366,2017,05-09,Yuen Long,,Yee Fung Building Block A,69 years old lady fell off the kitchen and died
367,2017,05-08,Ho Man Tin,Ho Man Tin Estate,Sik Man House,40 years old man jumped off the rooftop and died
368,2017,05-08,Hung Hom,Hung Hom Estate,Hung Yiu House,74 years old lady fell off the apartment and died
369,2017,05-07,Tseung Kwan O,Hau Tak Estate,Tak Chak House Block 1,Female in her 70's jumped off the building and died
370,2017,05-07,Tuen Mun,Siu Hong Court,Siu Yin House,A woman fell off the building and died
371,2017,05-07,Wong Tai Sin,Tsz Lok Estate,Lok On House,41 years old man burnt charcoal and died in the apartment
372,2017,05-06,Tuen Mun,Butterfly Estate,Tip Sum House,30years old woman fell off the building and died
373,2017,05-06,Lam Tin,Kwong Tin Estate,Kwong Ngar House,A middle-aged man fell off the building and died
374,2017,05-06,Wan Chai,,Kingstown Mansion,50 years old man fell off the building and died
375,2017,05-04,Happy Valley,,Hawthorn Garden,50 years old British woman jumped off the rooftop and died
376,2017,05-01,Sheung Shui,Ching Ho Estate,Ching Hin House,32 years old man burnt charcoal and died
377,2017,05-01,Kowloon City,Tai Tung House,Tung Tau Estate,80 years old woman fell off the building and died
378,2017,05-01,Tseung Kwan O,Hau Tak Estate,Tak Chak House,Female in her 70's jumped off the building and died
379,2017,04-30,Tsuen Wan,,Wing Shue House,A woman fell off the building and died
380,2017,04-28,Sai Wan,,,27 years old Japanese man fell off the apartment and died due to working pressure
381,2017,04-27,Tai Sang Wai,,Fairview Park S.M 4th St.,15 years old teenager was hanged by his father and died
382,2017,04-27,Shatin,Sha Kok Estate,Oriole House,63 years old man died due to throat suffocation while consuming a meal
383,2017,04-27,Sai Ying Pun,,Wai Lee Building,30years old man off the building and died
384,2017,04-25,Tai Kok Tsui,,233 Tai Kok Tsui Rd,88 years old lady fell off the apartment and died
385,2017,04-24,Tseung Kwan O,,Serenity Place Block 4,35 years old man fell off the apartment and died
386,2017,04-24,Cheung Sha Wan,Hoi Lai Estate,Hoi Fai House,25 years old man fell off the toilet of his apartment and died
387,2017,04-24,Yuen Long,,Ma Tin Pok Tsuen,"50 years old man died and found in the bathroom, due to the leakage of electric water heater"
388,2017,04-23,Chai Wan,Wan Tsui Estate,Lee Tsui House,37 years old unemployed man died due to illness
389,2017,04-21,Sham Shui Po,Fu Cheong Estate,Fu Ying House,60 years old man fell off the building and died
390,2017,04-21,Siu Sai Wan,,Harmony Garden Phase 2 Block 4,90 years old man fell off the building and died
391,2017,04-20,Tai Po,Tai Yuen Estate,Tai Lok House,A woman fell off the building and died
392,2017,04-20,Shatin,Shek Mun Estate,Mei Shek House,70 years old man fell off the building and died
393,2017,04-20,Wong Tai Sin,Upper Wong Tai Sin Estate,Wing Sin House,56 years old man burnt charcoal in the apartment and found by his son
394,2017,04-19,Yuen Long,Tin Yuet Estate,Yuet Tai House,27 years old man fell off the building and died
395,2017,04-19,Aberdeen,Yue On Court Block G,Wu On House,20 years old teenager jumped off his apartment and died
396,2017,04-19,Tin Shui Wai,Tin Yuet Estate,Yuet Tai House,A man fell off the building and died
397,2017,04-17,Yuen Long,,Tin Sam Village,80 years old houseowner was attacked by a tenant and died due to the bother of bring different women to home
398,2017,04-16,Aberdeen,South Horizons Tower Block 1,Hoi Sing Court,52 years old man was hanged in his unit and was found by his wife
399,2017,04-13,Yuen Long,,"G/F, 101 Tin Sam Tsuen",60 years old man died in his room
400,2017,04-13,Tai Kok Tsui,,3/F Fu On Mansion,67 years old man was burnt to dead in the apartment
401,2017,04-13,Cheung Sha Wan,,Cheung Sha Wan Road,43 years old policeman burnt charcoal and died in his apartment
402,2017,04-13,Tin Shui Wai,Tin Tsz Estate,Tsz Ping House,An old lady fell off the building and died
403,2017,04-13,Tuen Mun,Yau Oi Estate,Oi Fai House,23 years old lady fell off the building and died due to working problem
404,2017,04-12,Tai Po,Kwong Fuk Estate,Kwong Ping House,"A man fell off the building, head burst and died"
405,2017,04-12,Sham Shui Po,,Tak Wong Building,43 years old man burnt charcoal and died in his apartment
406,2017,04-11,Shau Kei Wan,,Tung Yan Estate Block B (HOS),47 years old man fell off the unit and died
407,2017,04-10,Shatin,,Festival City,42 years old man fell off the building and died in the swimming pool
408,2017,04-10,Tai Kok Tsui,,Chung Hing Building,66 years old man died in the house and was found by his relatives.
409,2017,04-10,Hung Hom,,Floor RF Sung Lim House,87 years old lady fell off the building and died due to illness
410,2017,04-10,Causeway Bay,,Starlight House,82 years old man hanged himself and died in his apartment
411,2017,04-09,Kwun Tong,Lok Wah Estate,Hei Wah House,19 years old lady fell off the building and died
412,2017,04-08,Tai Po,,Casa Brava,80 years old lady was died in her house
413,2017,04-06,Tuen Mun,Sam Shing Estate,Moon Yu House,A man was hanged in the room and died
414,2017,04-05,Tseung Kwan O,,28/F Residence Oasis Tower 1,45 years old woman fell off the unit with her 10 years old daughter and died due to marriage problem
415,2017,04-05,Wong Tai Sin,Tsz Ching Estate,Ching Hong House,91 years old man fell off the unit and died due to illness
416,2017,04-03,Tseung Kwan O,,Tak Yue House Block 8,20 years old lady fell off the building and died
417,2017,04-03,Shatin,Lung Hang Estate,Hok Sam House,38 years old man fell off the unit and died
418,2017,04-03,Lam Tin,Sceneway Garden Block 17,Floor RF,34 years old man fell off the building and died
419,2017,04-02,Pok Fu Lam,Wah Fu Estate,Wah Sin House,About 20-30 years old lady fell off the building and died
420,2017,04-01,Shatin,Hin Keng Estate,Hin Keng Estate,"1 man fell from the building, the head burst and died"
421,2017,04-01,Ho Man Tin,,"8/F, Wylie Court Block A",57 years old lady fell off from the unit and died
422,2017,03-31,Tsuen Wan,Fuk Loi Estate,Wing Hing House,51 years old woman was hanged herself with a wire in the apartment
423,2017,03-30,Tseung Kwan O,Chung Ming Court Block B,Fai Ming House,93 old man hanged himself and died in the toilet
424,2017,03-30,Yau Ma Tei,,833 Canton Road,40 years old solitary man burnt charcoal due to financial problem
425,2017,03-28,Tin Shui Wai,Tin Wah Estate,Wah Yat House,22 years old man jumped off the window from the kitchen and died
426,2017,03-28,Ma On Shan,Lee On Estate Block 8,Lee Wing House,37 years old man burnt charcoal in his apartment due to financial problem
427,2017,03-26,Fanling,,Nam Wai,57 Years old woman hanged herself in the toilet
428,2017,03-24,North Point,,City Garden Blcok 4,62 years old man burnt charcoal after texting messages to his friend
429,2017,03-24,Aberdeen,,Sun Ming Building,51 years old man burnt charcoal in his suite and was found by his sister
430,2017,03-22,Sheung Shui,,Sheung Pak Tsuen,49 years old man burnt charcoal and was found by his mother
431,2017,03-20,Tin Shui Wai,Tin Yiu Estate,Yiu Wah House,An old lady burnt charcoal and was found by her family
432,2017,03-20,Sheung Shui,,Metropolis Plaza Block 3,20 years old lady jumped off from her room after texting messages to her family
433,2017,03-20,Sham Shui Po,,137 Ki Lung Street,30 years old woman was died in her suite
434,2017,03-19,Kwai Chung,On Yam Estate Block 6,Chak Yam House,53 years old man jumped off the window in the kitchen and died
435,2017,03-16,Tai Po,Fu Heng Estate Block 2,Heng Lung House,28 years old woman was attacked and die after a fight with boyfriend
436,2017,03-15,Ngau Tau Kok,Lower Ngau Tau Kok Estate,Kwai Yuet House,18 years old teenagers jumped over the window and died
437,2017,03-14,Tuen Mun,,Kei Lun Wai,42 years old man burnt charcoal and was found by his girlfriend
438,2017,03-10,Lam Tin,Tak Tin Estate Block 1,Tak King House,40 years old man jumped off his apartment and died
439,2017,03-10,Sheung Shui,,4/F Wing Yau House,33 years old French man suffocated to death fire started in the apartment
440,2017,03-09,Sheung Shui,Ching Ho Estate,Ching Chung House,69 years old man jumped off and died after a fight with his wife
441,2017,03-08,Tsim Sha Tsui,,Harbourside Tower 1,42 years old man burnt charcoal in the apartment and found by his friend
442,2017,03-08,Wan Chai,,Stone Nullah Lane,69 years old woman smothered herself to deatch by a plastic bag and was found by her hudsband
443,2017,03-05,Tsuen Wan,Fuk Loi Estate,Wing Ka House,39 years old man hanged himself with a wire under the window grilles in the apartment
444,2017,03-03,Tsuen Wan,,Cliveden Block 10,25 years old woman hanged herself by a tie in her boyfriend's apartment
445,2017,03-02,Tuen Mun,Tin King Estate,Tin Tsui House,41 years old man hanged himself with a tie and was found by his family
